,Unnamed: 0,Unnamed: 0.1,titl,link,push,auth,date,text,reply,date_new,predict_tag,final_push
4247,4247,12909,[問題] 你的發卡銀行大約多久查詢一次你的聯徵?,/bbs/creditcard/M.1513864182.A.CE8.html,15,freeread,12/21,"


你的發卡銀行大約多久查詢一次你的聯徵?

我用自然人憑證

使用很多年的卡片發卡銀行

大約兩個月至三個月會查詢一次我的聯徵

這樣算很頻繁嗎@@""

我好久沒申請新的信用卡了(超過一年以上)

因為覺得手邊以前申請的卡片已經很夠用


--
",27,2017-12-21,0.3067511868490743,15
4249,4249,12911,[問題] KOKO 取消登入通知,/bbs/creditcard/M.1513866450.A.2C5.html,6,seal0221,12/21,"


每次登入koko app
mail都會通知登入

app推波通知也沒打開
一直找不到可以取消的地方

有大大知道嗎

-----
Sent from JPTT on my iPhone

--
",7,2017-12-21,0.18941681764665733,6
4251,4251,12913,[問題] 愛奇藝刷花旗居然跳過簡訊驗證碼?,/bbs/creditcard/M.1513870178.A.90A.html,9,piligo,12/21,"

請問簡訊驗證碼是由銀行強制使用的驗證機制嗎?

剛剛用花旗刷愛奇藝的款項居然不用驗證碼就直接扣款了

這是什麼狀況?

謝謝

--
",10,2017-12-21,-0.11619494772903866,9
4256,4256,12918,[問題] 中信帳單多了一筆逾期違約金,/bbs/creditcard/M.1513878127.A.EA0.html,3,aoksc,12/22,"

如題

小弟在剛剛收到這個月中信的帳單

結果看到裡面有一筆逾期還款違約金300

我上次扣款因為換薪轉戶了所以沒有足夠的錢

簡訊通知兩天後將再次扣款我也當天就把錢補足

兩天後也的確扣光了

這期的帳單也沒欠上期的錢

請問是因為這樣就被罰300?

而且還莫名其妙多了循環利息

中信對於扣款失敗都是這樣處理嘛?

謝謝

--


沒有耶

這次是因為換薪轉戶忘記舊的沒錢了
",36,2017-12-22,0.2404808839656076,3
4268,4268,12930,[問題] 台新因航卡 綠卡有效期限？？,/bbs/creditcard/M.1513916573.A.E6A.html,8,QQ5566,12/22,"

請問一下  台新國泰航空卡

送的因航綠卡一年 要自己去馬可波羅會官網申請

那我可以等我快要搭機的時候再申請嗎？

還是他一年是從發卡開始算？

--
你在大聲什麼啦！語音分享器一起用Line大聲吧！
快來下載 


--
",24,2017-12-22,0.3108729603184293,8
4275,4275,12937,[問題] 中信ANA聯名卡里程累積問題,/bbs/creditcard/M.1513936419.A.C99.html,31,msn040,12/22,"

拿到聯名卡已經使用將近有半年了
想請問各位~
是否需要再到ANA俱樂部做會員註冊申請?
還是說到時想兌換機票時，資料會自動與中信資料做結合?

消費所累積的里程數是3年內有效嗎?


研究了中信官網，但還是沒有很了解....
先謝謝幫忙解惑的各位！

--
",6,2017-12-22,0.677855594799436,31
4285,4285,12947,Re: [問題] 中信ANA聯名卡里程累積問題,/bbs/creditcard/M.1513963325.A.A00.html,11,sinohara,12/23,"


聯名卡消費會先進中信的ANA里程戶 這個只有兩年效期

轉進ANA之後有效期限三年

所以兩年內要清掉 否則過期就GG

打電話或網銀轉到ANA
也可以設定中信里程戶2000哩到了自動轉過去ANA

這次轉了17000,也就是一張票的哩程
打電話申請三天後就能在ANA官網下看到轉過去的哩程進帳

--
　　　　(′▽‵ ) ＿＿＿＿＿＿＿＿＿＿＿＿＿  かんーまおーよんすっすー
　　　／  丶　　ヽ U CHU BIEN CAPSULE 　　 |  (よんすっすー)
　 　/ ヽ　 　/　/＿＿ 斯斯鼻炎膠嚢 ＿＿＿ |  くぉーそーよんすっすー　
　　/　/へ ヘ/　/スズレックス鼻炎カプセルA |　(よんすっすー)
　 （_／| ＼_ノ/　  　　　  θ　　　  　　 |　びーさいびーえーんよんすっすー
　　　 /　　　/ ￣￣￣￣￣￣￣￣￣￣￣￣￣￣                 Mr.よんすっすー

--
",17,2017-12-23,0.22323614709039435,11
4294,4294,12956,[問題] @gogo vs 元大鑽金JCB,/bbs/creditcard/M.1514019709.A.8AC.html,14,Aizan,12/23,"

問題ㄧ 線上刷日本亞馬遜，該用台新Gogo  還是元大jcb？ 台新有3.5%，元大2.2%。但
台新是visa, 匯率來說 jcb較佳。

問題二 我刷Airbnb 日本民宿都是台幣付款，請問這個會是DCC嗎？

謝謝！

--
",13,2017-12-23,0.5028583477603763,14
4295,4295,12957,Re: [情報] 大眾銀行舊戶加辦指定卡別享首刷 (入帳),/bbs/creditcard/M.1514021315.A.8D4.html,5,maxjacky,12/23,"

借同標題問一下，
我是9月加辦了哆啦a夢和open小將卡
目前都還沒看到300或600入帳
請問有大概同時間的大大們收到嗎
謝謝





--
",8,2017-12-23,0.2465978668747215,5
4296,4296,12958,[問題] 樂天市場刷卡,/bbs/creditcard/M.1514030453.A.AAE.html,10,a00rz,12/23,"


今天在樂天用國泰KOKO刷卡買尿布,本人帳號刷過了

換成用老婆帳號,用一樣卡刷,卻出現付款錯誤,上個

月都可以刷沒問題,為何今天會出現這問題?是信用卡

問題?還是樂天的問題?有人碰到這種情形嗎??

--
",14,2017-12-23,0.2884150497199825,10
4298,4298,12960,Re: [情報] 中國信託鼎級卡新增停車場VIVIPARK,/bbs/creditcard/M.1514033193.A.91C.html,4,cocosu,12/23,"


場

指

ct

這兩天經過vivi
發現他告示板上有變化
中國信託的地方用紙版遮住了




有人最近有用vivi成功過中信卡嗎？

--
",4,2017-12-23,0.4216228335420372,4
4300,4300,12962,[問題] 繳樂天信用卡費有問題,/bbs/creditcard/M.1514047736.A.250.html,10,lalawul,12/24,"



大家好，剛剛正準備線上轉帳繳交本期的樂天信用卡費，（華南銀行代收）
卻出現如下錯誤訊息：

“收信單位本項跨行業務停止或暫停營業(0205)”


請問這是什麼意思呢？


謝謝！



--
",4,2017-12-24,0.3798676019746865,10
4305,4305,12967,[問題] E秒刷自動分期 這是明年續辦的意思？ ,/bbs/creditcard/M.1514088123.A.D3D.html,9,youngkai,12/24,"

官網寫到106年12月出帳為止



不過我12/18結帳日後

刷的單筆2100元有被自動分期成700元



這是明年續辦的意思？？

--
你在大聲什麼啦！語音分享器一起用Line大聲吧！
快來下載 


--
",0,2017-12-24,0.4377581830708107,9
4308,4308,12970,[問題] 美版AMEX HILTON vs SPG,/bbs/creditcard/M.1514092327.A.3DA.html,14,YOYOBOY,12/24,"

抱歉 新手發問
以前只會傻傻的用國內卡

今年申請了美國運通
預計明年初轉美版

爬文發現這兩張AMEX開卡都很不錯
Starwood Preferred Guest 開卡40000SPG
Hilton Surpass 開卡125000 HILTON

不知道在選擇上哪個比較有價值呢

另外聽說現在美國運通轉卡不用誇年度
只要持有3個月也行有人試過嗎?

也想推家人入坑

謝謝

--

抱歉多看一個0 修正了XD
",7,2017-12-24,0.2792053124461362,14
4309,4309,12971,[問題] 麥當勞信用卡交易小額無簽單？,/bbs/creditcard/M.1514093127.A.7CF.html,6,BMW220i,12/24,"

麥當勞目前開放四家門市信用卡交易
我便在林口復興門市使用兩次
第一次使用回家發現我沒拿到簽單
當下以為店員忘了給
因為金額無誤也不以為意
今天走得來速使用信用卡付款
店員找回卡片明細時
親切的告知：小額交易無簽單

我孤陋寡聞只知道小額免簽名
還第一次聽到小額無簽單
想確認一下真的有小額無簽單嗎？



--
",21,2017-12-24,0.4870462342385421,6
4376,4376,13038,Re: [閒聊] koko combo icash水電費步驟,/bbs/creditcard/M.1514337889.A.095.html,18,faye543,12/27,"




2018/1/1起，icash/icash2.0可支付代收代售範圍更新


icash、icash2.0(含icash2.0聯名卡、手機icash2.0),可支付代收代售範圍如下：

全國路邊停車費
臺北自來水
臺灣自來水
臺灣電力
勞保費、勞工退休金、國民年金、健保費
技職證照費(勞動部勞動力發展署委託代收)


臺鐵、高鐵售票
雙北市垃圾袋

單筆可支付上限為1萬元，差額可用現金補足。

--
",15,2017-12-27,0.6297913261453825,18
4403,4403,13065,Re: [閒聊] 2018中信權益縮水確定,/bbs/creditcard/M.1514383733.A.FCD.html,6,meckey,12/27,"

中信這次改得很奇怪

權益歸戶  年費歸卡！

打過兩次電話確認過

1. 2017刷滿60萬是看1-12月帳單
   所以這個月已經收到帳單或已結的就不用補了
   本來想說我扣繳稅款 好像59萬 要不要這幾天刷個東西........GG

2. 不管幾張鼎極卡 權益都只有一份 機場接送啦等等

3. 年費看卡 有幾張要繳年費的卡 就是那張要刷滿36萬之類

所以結論

若有人有免年費鼎極 根本不需要去刷第二張或繳年費

因為你不會有 多一份權益





--










--
",10,2017-12-27,0.4519254872680339,6
4404,4404,13066,[情報] 華南銀行 Android Pay 刷卡金入帳,/bbs/creditcard/M.1514385487.A.D21.html,0,-,12/27,"

如題，有用華南銀行的卡友們，
可以去確認看看喔~





PS：顯示入帳後，我就移除卡片綁定了...

--
",14,2017-12-27,0.20949354781091087,0
4410,4410,13072,[問題] 使用聯合信用卡中心的機器的商店,/bbs/creditcard/M.1514406984.A.407.html,17,kenny719,12/28,"

有個問題覺得很奇怪，

我到麥當勞要刷卡消費

但是麥當勞的刷卡機器不是用聯合信用卡中心的機器嗎？？

 但是我用中國信託簽帳金融卡要刷卡的時候

竟然沒辦法刷說只支援信用卡

請問是所有使用聯合信用卡中心的機器的商店

都沒辦法刷簽帳金融卡嗎？？

--
",9,2017-12-28,0.3875162496867841,17
4426,4426,13088,Re: [閒聊] 2018中信權益縮水確定,/bbs/creditcard/M.1514445856.A.D41.html,4,deltaz,12/28,"

最近看到很多版友討論，早上收到mail通知，再請大家參考。幾個觀點+問題：

1.停車雖然下修為10次，但金額門檻變低，3個月滿十萬即可。

2.機場相關-如果刷滿額，連機票都不用刷就可以預約機場來回接送跟停車？那不就可以
搭專車到台中？









萬


--
",8,2017-12-28,0.5630738327506086,4
4441,4441,13103,Re: [情報] 2018年ANA極緻卡哩程累積,/bbs/creditcard/M.1514464423.A.D36.html,5,luya69,12/28,"



才被昇恆昌嚇傻，一聽到又要被掰彎，

嚇得衝下樓去回收桶把DM撿回來





--
",3,2017-12-28,0.2699201302142479,5
4448,4448,13110,[情報] 花旗鑽石卡2018生日禮讚,/bbs/creditcard/M.1514475529.A.206.html,0,prussian,12/28,"


花旗鑽石卡雖然已經沒有發卡

會員權益只有在2016年Citi prestige推出時

權益大砍.但在2017年又恢復一些

目前只有公布2018年的生日禮讚

依然是伊莎貝爾的6吋蛋糕

多了好幾種口味可以選擇

其他權益則都尚未公告

提供給大家參考！

相關網址：



--
",6,2017-12-28,0.37974401827311216,0
4449,4449,13111,[情報] 上海商銀2018年機場接送/貴賓室,/bbs/creditcard/M.1514476718.A.36C.html,2,-,12/28,"


機場貴賓室：Priority Pass將於2018.3.1停止發行

            更改為龍騰卡貴賓室

相關網址：


機場接送：

相關網址：


提供給大家參考！



--
",1,2017-12-28,0.4402255142446023,2
4450,4450,13112,[情報] 玉山寶雅悠遊聯名卡,/bbs/creditcard/M.1514477110.A.372.html,1,HeroFun,12/28,"


卡片等級：VISA 御璽卡

相關權益：


          還未更新至2018年

寶雅官網2018年權益：



提供給大家參考！

--
",6,2017-12-28,0.327542140319336,1
4462,4462,13124,[情報] 玉山世界卡2018權益手冊已可下載,/bbs/creditcard/M.1514518604.A.F3A.html,28,mike0608,12/29,"

網址如下，


如果無法點出，請自行去官網下載，
初步看，機場接送，貴賓室，機場停車，市區停車，門檻都沒有變嚴格，
晚點會在詳看，餐廳部分我還沒注意看。

--
",25,2017-12-29,0.8981940372161102,28
